seqid,source,type,start,end,score,strand,phase,attributes
5A,IWGSC,gene,491296192.0,491299597.0,.,+,.,ID=gene:TraesCS5A02G282400;biotype=protein_coding;gene_id=TraesCS5A02G282400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,512970444.0,512978061.0,.,+,.,ID=gene:TraesCS5A02G304300;biotype=protein_coding;gene_id=TraesCS5A02G304300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,529436995.0,529439011.0,.,-,.,ID=gene:TraesCS5A02G319000;biotype=protein_coding;gene_id=TraesCS5A02G319000;logic_name=iwgsc_high_conf
5A,IWGSC,gene,546692034.0,546697035.0,.,+,.,ID=gene:TraesCS5A02G339300;biotype=protein_coding;gene_id=TraesCS5A02G339300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,557098773.0,557099753.0,.,+,.,ID=gene:TraesCS5A02G354800;biotype=protein_coding;gene_id=TraesCS5A02G354800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,559814042.0,559820277.0,.,+,.,ID=gene:TraesCS5A02G358100;biotype=protein_coding;gene_id=TraesCS5A02G358100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,561108628.0,561112139.0,.,-,.,ID=gene:TraesCS5A02G358600;biotype=protein_coding;gene_id=TraesCS5A02G358600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,577887117.0,577904798.0,.,+,.,ID=gene:TraesCS5A02G380100;biotype=protein_coding;gene_id=TraesCS5A02G380100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,587411454.0,587423416.0,.,-,.,ID=gene:TraesCS5A02G391700;Name=Vrn-A1;biotype=protein_coding;description=MIKC-type MADS-box transcription factor WM6 [Source:UniProtKB/TrEMBL%3BAcc:Q5ETV1];gene_id=TraesCS5A02G391700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,597659963.0,597664475.0,.,-,.,ID=gene:TraesCS5A02G406000;biotype=protein_coding;description=Eukaryotic translation initiation factor 3 subunit C [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YP95];gene_id=TraesCS5A02G406000;logic_name=iwgsc_high_conf
5A,IWGSC,gene,601235482.0,601236011.0,.,+,.,ID=gene:TraesCS5A02G412600;biotype=protein_coding;gene_id=TraesCS5A02G412600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,602793914.0,602796306.0,.,-,.,ID=gene:TraesCS5A02G414700;biotype=protein_coding;gene_id=TraesCS5A02G414700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,606306881.0,606308198.0,.,+,.,ID=gene:TraesCS5A02G418400;biotype=protein_coding;gene_id=TraesCS5A02G418400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,617183146.0,617186426.0,.,+,.,ID=gene:TraesCS5A02G433600;biotype=protein_coding;gene_id=TraesCS5A02G433600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,654094036.0,654098791.0,.,+,.,ID=gene:TraesCS5A02G482600;biotype=protein_coding;gene_id=TraesCS5A02G482600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,658670460.0,658673462.0,.,+,.,ID=gene:TraesCS5A02G488700;biotype=protein_coding;gene_id=TraesCS5A02G488700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,659720577.0,659722360.0,.,+,.,ID=gene:TraesCS5A02G490100;biotype=protein_coding;gene_id=TraesCS5A02G490100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,666823543.0,666826079.0,.,-,.,ID=gene:TraesCS5A02G501300;biotype=protein_coding;gene_id=TraesCS5A02G501300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,689944468.0,689947669.0,.,+,.,ID=gene:TraesCS5A02G532300;biotype=protein_coding;gene_id=TraesCS5A02G532300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,43860061.0,43861768.0,.,+,.,ID=gene:TraesCS5B02G038600;biotype=protein_coding;gene_id=TraesCS5B02G038600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,47727186.0,47730952.0,.,-,.,ID=gene:TraesCS5B02G043100;biotype=protein_coding;gene_id=TraesCS5B02G043100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,69554032.0,69563140.0,.,-,.,ID=gene:TraesCS5B02G062000;biotype=protein_coding;description=Phosphatidylinositol 3-kinase VPS34 [Source:Projected from Arabidopsis thaliana (AT1G60490) UniProtKB/Swiss-Prot%3BAcc:P42339];gene_id=TraesCS5B02G062000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,72015770.0,72019543.0,.,+,.,ID=gene:TraesCS5B02G064100;biotype=protein_coding;gene_id=TraesCS5B02G064100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,74659823.0,74670378.0,.,-,.,ID=gene:TraesCS5B02G066600;biotype=protein_coding;gene_id=TraesCS5B02G066600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,82236336.0,82241618.0,.,-,.,ID=gene:TraesCS5B02G071000;biotype=protein_coding;gene_id=TraesCS5B02G071000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,91112112.0,91112432.0,.,+,.,ID=gene:TraesCS5B02G076200;biotype=nontranslating_CDS;gene_id=TraesCS5B02G076200;logic_name=iwgsc_high_conf
5B,IWGSC,gene,145475000.0,145482254.0,.,-,.,ID=gene:TraesCS5B02G107000;biotype=protein_coding;gene_id=TraesCS5B02G107000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,278106627.0,278109118.0,.,-,.,ID=gene:TraesCS5B02G150300;biotype=protein_coding;gene_id=TraesCS5B02G150300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,281103166.0,281107250.0,.,+,.,ID=gene:TraesCS5B02G152000;biotype=protein_coding;gene_id=TraesCS5B02G152000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,383504117.0,383513935.0,.,-,.,ID=gene:TraesCS5B02G212800;biotype=protein_coding;gene_id=TraesCS5B02G212800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,383520862.0,383529738.0,.,-,.,ID=gene:TraesCS5B02G212900;biotype=protein_coding;gene_id=TraesCS5B02G212900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,384586538.0,384600109.0,.,-,.,ID=gene:TraesCS5B02G213100;biotype=protein_coding;gene_id=TraesCS5B02G213100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,385992501.0,386001910.0,.,+,.,ID=gene:TraesCS5B02G213200;biotype=protein_coding;gene_id=TraesCS5B02G213200;logic_name=iwgsc_high_conf
5B,IWGSC,gene,429819373.0,429824726.0,.,+,.,ID=gene:TraesCS5B02G247800;biotype=protein_coding;gene_id=TraesCS5B02G247800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,444085048.0,444085954.0,.,-,.,ID=gene:TraesCS5B02G260600;biotype=protein_coding;gene_id=TraesCS5B02G260600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,457960831.0,457965148.0,.,+,.,ID=gene:TraesCS5B02G272400;biotype=protein_coding;gene_id=TraesCS5B02G272400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,461303261.0,461305709.0,.,-,.,ID=gene:TraesCS5B02G275600;biotype=protein_coding;gene_id=TraesCS5B02G275600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,473640935.0,473643057.0,.,-,.,ID=gene:TraesCS5B02G287700;biotype=protein_coding;gene_id=TraesCS5B02G287700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,473739982.0,473742575.0,.,-,.,ID=gene:TraesCS5B02G287900;biotype=protein_coding;gene_id=TraesCS5B02G287900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,476808107.0,476812428.0,.,-,.,ID=gene:TraesCS5B02G291100;biotype=protein_coding;gene_id=TraesCS5B02G291100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,483015341.0,483017642.0,.,-,.,ID=gene:TraesCS5B02G299600;biotype=protein_coding;gene_id=TraesCS5B02G299600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,483946571.0,483953877.0,.,+,.,ID=gene:TraesCS5B02G299700;biotype=protein_coding;gene_id=TraesCS5B02G299700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,496262978.0,496265659.0,.,+,.,ID=gene:TraesCS5B02G313700;biotype=protein_coding;gene_id=TraesCS5B02G313700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,507704843.0,507706130.0,.,+,.,ID=gene:TraesCS5B02G322900;biotype=protein_coding;description=Chlorophyll a-b binding protein%2C chloroplastic [Source:UniProtKB/TrEMBL%3BAcc:W5F8Z5];gene_id=TraesCS5B02G322900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,513872811.0,513873458.0,.,+,.,ID=gene:TraesCS5B02G329900;biotype=protein_coding;gene_id=TraesCS5B02G329900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,522398570.0,522405848.0,.,+,.,ID=gene:TraesCS5B02G338300;biotype=protein_coding;gene_id=TraesCS5B02G338300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,525523589.0,525525282.0,.,-,.,ID=gene:TraesCS5B02G340600;biotype=protein_coding;gene_id=TraesCS5B02G340600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,528504215.0,528509440.0,.,+,.,ID=gene:TraesCS5B02G345400;biotype=protein_coding;gene_id=TraesCS5B02G345400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,530609396.0,530609905.0,.,+,.,ID=gene:TraesCS5B02G349000;biotype=protein_coding;description=Histone H4 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RYQ1];gene_id=TraesCS5B02G349000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,530618473.0,530622967.0,.,-,.,ID=gene:TraesCS5B02G349300;biotype=protein_coding;description=Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL%3BAcc:W5FKD6];gene_id=TraesCS5B02G349300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,545406324.0,545409476.0,.,-,.,ID=gene:TraesCS5B02G366700;biotype=protein_coding;gene_id=TraesCS5B02G366700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,556782013.0,556788375.0,.,-,.,ID=gene:TraesCS5B02G378400;biotype=protein_coding;gene_id=TraesCS5B02G378400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,556793402.0,556795852.0,.,-,.,ID=gene:TraesCS5B02G378500;biotype=protein_coding;gene_id=TraesCS5B02G378500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,562488515.0,562493894.0,.,+,.,ID=gene:TraesCS5B02G383700;biotype=protein_coding;gene_id=TraesCS5B02G383700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,566504342.0,566508069.0,.,-,.,ID=gene:TraesCS5B02G387300;biotype=protein_coding;gene_id=TraesCS5B02G387300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,573802883.0,573816070.0,.,-,.,ID=gene:TraesCS5B02G396600;Name=Vrn-B1;biotype=protein_coding;gene_id=TraesCS5B02G396600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,586275268.0,586281245.0,.,+,.,ID=gene:TraesCS5B02G410600;biotype=protein_coding;gene_id=TraesCS5B02G410600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591521761.0,591524265.0,.,+,.,ID=gene:TraesCS5B02G416800;biotype=protein_coding;gene_id=TraesCS5B02G416800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591552883.0,591558374.0,.,+,.,ID=gene:TraesCS5B02G416900;biotype=protein_coding;gene_id=TraesCS5B02G416900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591646181.0,591655248.0,.,+,.,ID=gene:TraesCS5B02G417000;biotype=protein_coding;gene_id=TraesCS5B02G417000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591779626.0,591785490.0,.,+,.,ID=gene:TraesCS5B02G417200;biotype=protein_coding;gene_id=TraesCS5B02G417200;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591827188.0,591832237.0,.,+,.,ID=gene:TraesCS5B02G417300;biotype=protein_coding;gene_id=TraesCS5B02G417300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,591835622.0,591836931.0,.,-,.,ID=gene:TraesCS5B02G417400;biotype=protein_coding;gene_id=TraesCS5B02G417400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,592055475.0,592068202.0,.,-,.,ID=gene:TraesCS5B02G417500;biotype=protein_coding;gene_id=TraesCS5B02G417500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,601393477.0,601394829.0,.,+,.,ID=gene:TraesCS5B02G425600;biotype=protein_coding;gene_id=TraesCS5B02G425600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,605851597.0,605855900.0,.,+,.,ID=gene:TraesCS5B02G431200;biotype=protein_coding;gene_id=TraesCS5B02G431200;logic_name=iwgsc_high_conf
5B,IWGSC,gene,617135933.0,617142584.0,.,+,.,ID=gene:TraesCS5B02G444700;biotype=protein_coding;description=Pseudouridine synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6DA36];gene_id=TraesCS5B02G444700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,617170841.0,617172687.0,.,+,.,ID=gene:TraesCS5B02G444900;biotype=protein_coding;gene_id=TraesCS5B02G444900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,620669349.0,620670561.0,.,+,.,ID=gene:TraesCS5B02G448400;biotype=protein_coding;gene_id=TraesCS5B02G448400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,638396836.0,638398001.0,.,-,.,ID=gene:TraesCS5B02G463100;biotype=protein_coding;description=Chlorophyll a-b binding protein%2C chloroplastic [Source:UniProtKB/TrEMBL%3BAcc:W5FD35];gene_id=TraesCS5B02G463100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,641400544.0,641404433.0,.,-,.,ID=gene:TraesCS5B02G467700;biotype=protein_coding;gene_id=TraesCS5B02G467700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,643299953.0,643303982.0,.,-,.,ID=gene:TraesCS5B02G469700;biotype=protein_coding;gene_id=TraesCS5B02G469700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,656228370.0,656233066.0,.,+,.,ID=gene:TraesCS5B02G484700;biotype=protein_coding;description=Glucose-1-phosphate adenylyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YX23];gene_id=TraesCS5B02G484700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,657710043.0,657715658.0,.,+,.,ID=gene:TraesCS5B02G486300;biotype=protein_coding;gene_id=TraesCS5B02G486300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,671294389.0,671298285.0,.,-,.,ID=gene:TraesCS5B02G505500;biotype=protein_coding;gene_id=TraesCS5B02G505500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,687738012.0,687740009.0,.,-,.,ID=gene:TraesCS5B02G529000;biotype=protein_coding;description=Patatin [Source:UniProtKB/TrEMBL%3BAcc:W5FE80];gene_id=TraesCS5B02G529000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,691451004.0,691451978.0,.,+,.,ID=gene:TraesCS5B02G535300;biotype=protein_coding;gene_id=TraesCS5B02G535300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,691484825.0,691506205.0,.,+,.,ID=gene:TraesCS5B02G535500;biotype=protein_coding;gene_id=TraesCS5B02G535500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,702376310.0,702376841.0,.,-,.,ID=gene:TraesCS5B02G550900;biotype=protein_coding;gene_id=TraesCS5B02G550900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,704310042.0,704313094.0,.,+,.,ID=gene:TraesCS5B02G555000;biotype=protein_coding;gene_id=TraesCS5B02G555000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,711406040.0,711406732.0,.,-,.,ID=gene:TraesCS5B02G568100;biotype=protein_coding;gene_id=TraesCS5B02G568100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,8047850.0,8053620.0,.,-,.,ID=gene:TraesCS5D02G014400;biotype=protein_coding;gene_id=TraesCS5D02G014400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,24975718.0,24979371.0,.,-,.,ID=gene:TraesCS5D02G027400;biotype=protein_coding;description=Threonine dehydratase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6A2B3];gene_id=TraesCS5D02G027400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,29489423.0,29499678.0,.,+,.,ID=gene:TraesCS5D02G032000;biotype=protein_coding;gene_id=TraesCS5D02G032000;logic_name=iwgsc_high_conf
5D,IWGSC,gene,29503027.0,29505780.0,.,+,.,ID=gene:TraesCS5D02G032100;biotype=protein_coding;gene_id=TraesCS5D02G032100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,29581509.0,29586180.0,.,+,.,ID=gene:TraesCS5D02G032189;biotype=protein_coding;gene_id=TraesCS5D02G032189;logic_name=iwgsc_high_conf
5D,IWGSC,gene,36625036.0,36627139.0,.,-,.,ID=gene:TraesCS5D02G037500;biotype=protein_coding;gene_id=TraesCS5D02G037500;logic_name=iwgsc_high_conf
5D,IWGSC,gene,88469627.0,88471813.0,.,+,.,ID=gene:TraesCS5D02G084400;biotype=protein_coding;gene_id=TraesCS5D02G084400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,88520053.0,88521009.0,.,+,.,ID=gene:TraesCS5D02G084600;biotype=protein_coding;gene_id=TraesCS5D02G084600;logic_name=iwgsc_high_conf
5D,IWGSC,gene,332224155.0,332225748.0,.,-,.,ID=gene:TraesCS5D02G224400;biotype=protein_coding;gene_id=TraesCS5D02G224400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,362070652.0,362072222.0,.,-,.,ID=gene:TraesCS5D02G255900;biotype=protein_coding;gene_id=TraesCS5D02G255900;logic_name=iwgsc_high_conf
5D,IWGSC,gene,376698646.0,376702952.0,.,+,.,ID=gene:TraesCS5D02G273700;biotype=protein_coding;gene_id=TraesCS5D02G273700;logic_name=iwgsc_high_conf
5D,IWGSC,gene,381815663.0,381816517.0,.,+,.,ID=gene:TraesCS5D02G280200;biotype=protein_coding;gene_id=TraesCS5D02G280200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,381817974.0,381822016.0,.,-,.,ID=gene:TraesCS5D02G280300;biotype=protein_coding;gene_id=TraesCS5D02G280300;logic_name=iwgsc_high_conf
5D,IWGSC,gene,395919438.0,395932438.0,.,+,.,ID=gene:TraesCS5D02G298200;biotype=protein_coding;gene_id=TraesCS5D02G298200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,403625608.0,403636497.0,.,+,.,ID=gene:TraesCS5D02G307100;biotype=protein_coding;gene_id=TraesCS5D02G307100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,426639368.0,426640882.0,.,+,.,ID=gene:TraesCS5D02G338200;biotype=protein_coding;gene_id=TraesCS5D02G338200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,436580177.0,436583113.0,.,-,.,ID=gene:TraesCS5D02G354300;biotype=protein_coding;description=Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL%3BAcc:A0A341WDZ1];gene_id=TraesCS5D02G354300;logic_name=iwgsc_high_conf
5D,IWGSC,gene,437015195.0,437018133.0,.,+,.,ID=gene:TraesCS5D02G355200;biotype=protein_coding;gene_id=TraesCS5D02G355200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,458179759.0,458183316.0,.,-,.,ID=gene:TraesCS5D02G388800;biotype=protein_coding;gene_id=TraesCS5D02G388800;logic_name=iwgsc_high_conf
5D,IWGSC,gene,458836048.0,458841393.0,.,+,.,ID=gene:TraesCS5D02G389700;biotype=protein_coding;gene_id=TraesCS5D02G389700;logic_name=iwgsc_high_conf
5D,IWGSC,gene,460647918.0,460649869.0,.,+,.,ID=gene:TraesCS5D02G392200;biotype=protein_coding;gene_id=TraesCS5D02G392200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,464617022.0,464620872.0,.,+,.,ID=gene:TraesCS5D02G398500;biotype=protein_coding;gene_id=TraesCS5D02G398500;logic_name=iwgsc_high_conf
5D,IWGSC,gene,484974017.0,484974799.0,.,+,.,ID=gene:TraesCS5D02G426500;biotype=protein_coding;gene_id=TraesCS5D02G426500;logic_name=iwgsc_high_conf
5D,IWGSC,gene,486256172.0,486259754.0,.,-,.,ID=gene:TraesCS5D02G429000;biotype=protein_coding;gene_id=TraesCS5D02G429000;logic_name=iwgsc_high_conf
5D,IWGSC,gene,510974165.0,510976002.0,.,-,.,ID=gene:TraesCS5D02G470300;biotype=protein_coding;description=RbcX2 [Source:Projected from Arabidopsis thaliana (AT5G19855) UniProtKB/TrEMBL%3BAcc:A0A178UCQ2];gene_id=TraesCS5D02G470300;logic_name=iwgsc_high_conf
5D,IWGSC,gene,542690315.0,542701130.0,.,+,.,ID=gene:TraesCS5D02G522100;biotype=protein_coding;gene_id=TraesCS5D02G522100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,542971469.0,542982600.0,.,+,.,ID=gene:TraesCS5D02G522200;biotype=protein_coding;description=Ubiquinone biosynthesis monooxygenase COQ6%2C mitochondrial [Source:UniProtKB/TrEMBL%3BAcc:A0A341W8T2];gene_id=TraesCS5D02G522200;logic_name=iwgsc_high_conf
5D,IWGSC,gene,543466708.0,543468431.0,.,+,.,ID=gene:TraesCS5D02G524000;biotype=protein_coding;gene_id=TraesCS5D02G524000;logic_name=iwgsc_high_conf
5D,IWGSC,gene,547704729.0,547715318.0,.,+,.,ID=gene:TraesCS5D02G532800;biotype=protein_coding;gene_id=TraesCS5D02G532800;logic_name=iwgsc_high_conf
5D,IWGSC,gene,551016402.0,551021005.0,.,-,.,ID=gene:TraesCS5D02G539300;biotype=protein_coding;gene_id=TraesCS5D02G539300;logic_name=iwgsc_high_conf
5D,IWGSC,gene,552052462.0,552052892.0,.,+,.,ID=gene:TraesCS5D02G541400;biotype=protein_coding;gene_id=TraesCS5D02G541400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,552683347.0,552688698.0,.,+,.,ID=gene:TraesCS5D02G541900;biotype=protein_coding;gene_id=TraesCS5D02G541900;logic_name=iwgsc_high_conf
5D,IWGSC,gene,553469660.0,553473445.0,.,+,.,ID=gene:TraesCS5D02G543000;biotype=protein_coding;gene_id=TraesCS5D02G543000;logic_name=iwgsc_high_conf
5D,IWGSC,gene,554575145.0,554577516.0,.,-,.,ID=gene:TraesCS5D02G545800;biotype=protein_coding;gene_id=TraesCS5D02G545800;logic_name=iwgsc_high_conf
5D,IWGSC,gene,555425310.0,555434089.0,.,-,.,ID=gene:TraesCS5D02G547100;biotype=protein_coding;gene_id=TraesCS5D02G547100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,556536927.0,556541226.0,.,-,.,ID=gene:TraesCS5D02G549400;biotype=protein_coding;gene_id=TraesCS5D02G549400;logic_name=iwgsc_high_conf
5D,IWGSC,gene,556544447.0,556547850.0,.,-,.,ID=gene:TraesCS5D02G549500;biotype=protein_coding;gene_id=TraesCS5D02G549500;logic_name=iwgsc_high_conf
5D,IWGSC,gene,560789894.0,560792041.0,.,+,.,ID=gene:TraesCS5D02G559300;biotype=protein_coding;gene_id=TraesCS5D02G559300;logic_name=iwgsc_high_conf
5D,IWGSC,gene,560879479.0,560879889.0,.,-,.,ID=gene:TraesCS5D02G559900;biotype=protein_coding;gene_id=TraesCS5D02G559900;logic_name=iwgsc_high_conf
5D,IWGSC,gene,560883543.0,560885429.0,.,+,.,ID=gene:TraesCS5D02G560100;biotype=protein_coding;gene_id=TraesCS5D02G560100;logic_name=iwgsc_high_conf
5D,IWGSC,gene,560924634.0,560926777.0,.,-,.,ID=gene:TraesCS5D02G560200;biotype=protein_coding;gene_id=TraesCS5D02G560200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,4709761.0,4711965.0,.,-,.,ID=gene:TraesCS6A02G010300;biotype=protein_coding;gene_id=TraesCS6A02G010300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,6721481.0,6725416.0,.,+,.,ID=gene:TraesCS6A02G013600;biotype=protein_coding;description=P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:Projected from Arabidopsis thaliana (AT3G47450) TAIR%3BAcc:AT3G47450];gene_id=TraesCS6A02G013600;logic_name=iwgsc_high_conf
6A,IWGSC,gene,6739737.0,6740659.0,.,+,.,ID=gene:TraesCS6A02G013800;biotype=protein_coding;gene_id=TraesCS6A02G013800;logic_name=iwgsc_high_conf
6A,IWGSC,gene,7595345.0,7597050.0,.,-,.,ID=gene:TraesCS6A02G015400;biotype=protein_coding;gene_id=TraesCS6A02G015400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,9355625.0,9356338.0,.,+,.,ID=gene:TraesCS6A02G019900;biotype=protein_coding;gene_id=TraesCS6A02G019900;logic_name=iwgsc_high_conf
6A,IWGSC,gene,10507193.0,10511374.0,.,-,.,ID=gene:TraesCS6A02G021400;biotype=protein_coding;gene_id=TraesCS6A02G021400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,11554651.0,11558118.0,.,-,.,ID=gene:TraesCS6A02G023100;biotype=protein_coding;gene_id=TraesCS6A02G023100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,16468421.0,16470748.0,.,+,.,ID=gene:TraesCS6A02G033900;biotype=protein_coding;gene_id=TraesCS6A02G033900;logic_name=iwgsc_high_conf
6A,IWGSC,gene,17540023.0,17543295.0,.,+,.,ID=gene:TraesCS6A02G035600;biotype=protein_coding;gene_id=TraesCS6A02G035600;logic_name=iwgsc_high_conf
6A,IWGSC,gene,17910690.0,17921486.0,.,-,.,ID=gene:TraesCS6A02G036400;biotype=protein_coding;gene_id=TraesCS6A02G036400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,27004024.0,27013286.0,.,-,.,ID=gene:TraesCS6A02G052200;biotype=protein_coding;gene_id=TraesCS6A02G052200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,46972797.0,46973130.0,.,-,.,ID=gene:TraesCS6A02G076800;biotype=protein_coding;gene_id=TraesCS6A02G076800;logic_name=iwgsc_high_conf
6A,IWGSC,gene,52316618.0,52322286.0,.,+,.,ID=gene:TraesCS6A02G084000;biotype=protein_coding;gene_id=TraesCS6A02G084000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,58055853.0,58058584.0,.,+,.,ID=gene:TraesCS6A02G090200;biotype=protein_coding;gene_id=TraesCS6A02G090200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,60406008.0,60407632.0,.,+,.,ID=gene:TraesCS6A02G092000;biotype=protein_coding;gene_id=TraesCS6A02G092000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,88095687.0,88098004.0,.,+,.,ID=gene:TraesCS6A02G117700;biotype=protein_coding;gene_id=TraesCS6A02G117700;logic_name=iwgsc_high_conf
6A,IWGSC,gene,100734435.0,100735718.0,.,+,.,ID=gene:TraesCS6A02G128000;biotype=protein_coding;gene_id=TraesCS6A02G128000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,101858318.0,101860204.0,.,+,.,ID=gene:TraesCS6A02G130100;biotype=protein_coding;gene_id=TraesCS6A02G130100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,105178184.0,105182624.0,.,+,.,ID=gene:TraesCS6A02G133000;biotype=protein_coding;gene_id=TraesCS6A02G133000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,169973220.0,170010775.0,.,-,.,ID=gene:TraesCS6A02G166800;biotype=protein_coding;gene_id=TraesCS6A02G166800;logic_name=iwgsc_high_conf
6A,IWGSC,gene,194745761.0,194747829.0,.,-,.,ID=gene:TraesCS6A02G176500;biotype=protein_coding;gene_id=TraesCS6A02G176500;logic_name=iwgsc_high_conf
6A,IWGSC,gene,198178715.0,198180285.0,.,-,.,ID=gene:TraesCS6A02G177500;biotype=protein_coding;gene_id=TraesCS6A02G177500;logic_name=iwgsc_high_conf
