seqid,source,type,start,end,score,strand,phase,attributes
6B,IWGSC,gene,286711940,286713535,.,-,.,ID=gene:TraesCS6B02G213000;biotype=protein_coding;gene_id=TraesCS6B02G213000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,361268761,361271642,.,-,.,ID=gene:TraesCS6B02G228400;biotype=protein_coding;gene_id=TraesCS6B02G228400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,388073295,388076757,.,-,.,ID=gene:TraesCS6B02G232400;biotype=protein_coding;gene_id=TraesCS6B02G232400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,454023437,454029849,.,-,.,ID=gene:TraesCS6B02G253000;biotype=protein_coding;gene_id=TraesCS6B02G253000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,456208347,456210921,.,-,.,ID=gene:TraesCS6B02G253700;biotype=protein_coding;gene_id=TraesCS6B02G253700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,459326678,459327712,.,+,.,ID=gene:TraesCS6B02G255200;biotype=protein_coding;gene_id=TraesCS6B02G255200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,459691962,459693410,.,+,.,ID=gene:TraesCS6B02G255700;biotype=protein_coding;gene_id=TraesCS6B02G255700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,460206606,460209974,.,+,.,ID=gene:TraesCS6B02G256200;biotype=protein_coding;gene_id=TraesCS6B02G256200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,476428000,476430289,.,-,.,ID=gene:TraesCS6B02G265000;biotype=protein_coding;gene_id=TraesCS6B02G265000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,477217134,477226063,.,+,.,ID=gene:TraesCS6B02G265300;biotype=protein_coding;gene_id=TraesCS6B02G265300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,491620916,491624815,.,+,.,ID=gene:TraesCS6B02G272300;biotype=protein_coding;gene_id=TraesCS6B02G272300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,514477653,514479577,.,-,.,ID=gene:TraesCS6B02G285300;biotype=protein_coding;gene_id=TraesCS6B02G285300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,538055770,538065134,.,-,.,ID=gene:TraesCS6B02G299900;biotype=protein_coding;gene_id=TraesCS6B02G299900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,538065436,538068717,.,-,.,ID=gene:TraesCS6B02G300100;biotype=protein_coding;description=Probable pinoresinol-lariciresinol reductase 3 [Source:Projected from Arabidopsis thaliana (AT4G34540) UniProtKB/Swiss-Prot%3BAcc:O65679];gene_id=TraesCS6B02G300100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,544924275,544925848,.,+,.,ID=gene:TraesCS6B02G304000;biotype=protein_coding;gene_id=TraesCS6B02G304000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,545835877,545841135,.,+,.,ID=gene:TraesCS6B02G305000;biotype=protein_coding;gene_id=TraesCS6B02G305000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,560188942,560197866,.,+,.,ID=gene:TraesCS6B02G312700;biotype=protein_coding;gene_id=TraesCS6B02G312700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,561273671,561277195,.,-,.,ID=gene:TraesCS6B02G313300;biotype=protein_coding;gene_id=TraesCS6B02G313300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,561284059,561286281,.,-,.,ID=gene:TraesCS6B02G313400;biotype=protein_coding;gene_id=TraesCS6B02G313400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,563054491,563057543,.,+,.,ID=gene:TraesCS6B02G314900;biotype=protein_coding;gene_id=TraesCS6B02G314900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,569367522,569370614,.,+,.,ID=gene:TraesCS6B02G321400;biotype=protein_coding;gene_id=TraesCS6B02G321400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,577417825,577424426,.,-,.,ID=gene:TraesCS6B02G328000;biotype=protein_coding;gene_id=TraesCS6B02G328000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,619404619,619405226,.,+,.,ID=gene:TraesCS6B02G353500;biotype=protein_coding;gene_id=TraesCS6B02G353500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,624311966,624313762,.,-,.,ID=gene:TraesCS6B02G355900;biotype=protein_coding;gene_id=TraesCS6B02G355900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,664021498,664027063,.,-,.,ID=gene:TraesCS6B02G388800;biotype=protein_coding;gene_id=TraesCS6B02G388800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,664062456,664064312,.,-,.,ID=gene:TraesCS6B02G388900;biotype=protein_coding;gene_id=TraesCS6B02G388900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,672362153,672368253,.,+,.,ID=gene:TraesCS6B02G396200;biotype=protein_coding;gene_id=TraesCS6B02G396200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,673763513,673766072,.,+,.,ID=gene:TraesCS6B02G398400;biotype=protein_coding;gene_id=TraesCS6B02G398400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,681076120,681079610,.,+,.,ID=gene:TraesCS6B02G406800;biotype=protein_coding;gene_id=TraesCS6B02G406800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,682119634,682123129,.,+,.,ID=gene:TraesCS6B02G407600;biotype=protein_coding;description=Anaphase-promoting complex subunit 10 [Source:UniProtKB/TrEMBL%3BAcc:A0A341X6V7];gene_id=TraesCS6B02G407600;logic_name=iwgsc_high_conf
6B,IWGSC,gene,693322245,693324587,.,-,.,ID=gene:TraesCS6B02G423500;biotype=protein_coding;gene_id=TraesCS6B02G423500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,701386578,701392566,.,-,.,ID=gene:TraesCS6B02G432000;biotype=protein_coding;description=Actin-related protein 2/3 complex subunit [Source:UniProtKB/TrEMBL%3BAcc:A0A341XL93];gene_id=TraesCS6B02G432000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,708720422,708724534,.,-,.,ID=gene:TraesCS6B02G449500;biotype=protein_coding;gene_id=TraesCS6B02G449500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,714577621,714580782,.,-,.,ID=gene:TraesCS6B02G461200;biotype=protein_coding;gene_id=TraesCS6B02G461200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,716210906,716213247,.,-,.,ID=gene:TraesCS6B02G465000;biotype=protein_coding;gene_id=TraesCS6B02G465000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,719743025,719745500,.,-,.,ID=gene:TraesCS6B02G472000;biotype=protein_coding;gene_id=TraesCS6B02G472000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,12316102,12325483,.,+,.,ID=gene:TraesCS6D02G030800;biotype=protein_coding;gene_id=TraesCS6D02G030800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,13961558,13971352,.,-,.,ID=gene:TraesCS6D02G032900;biotype=protein_coding;gene_id=TraesCS6D02G032900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,16116164,16120406,.,+,.,ID=gene:TraesCS6D02G038400;biotype=protein_coding;gene_id=TraesCS6D02G038400;logic_name=iwgsc_high_conf
6D,IWGSC,gene,21987248,21995439,.,-,.,ID=gene:TraesCS6D02G047500;biotype=protein_coding;gene_id=TraesCS6D02G047500;logic_name=iwgsc_high_conf
6D,IWGSC,gene,22267960,22268877,.,-,.,ID=gene:TraesCS6D02G047900;biotype=protein_coding;gene_id=TraesCS6D02G047900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,37670133,37674966,.,-,.,ID=gene:TraesCS6D02G073700;biotype=protein_coding;gene_id=TraesCS6D02G073700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,62193141,62206332,.,-,.,ID=gene:TraesCS6D02G098800;biotype=protein_coding;description=Terpene cyclase/mutase family member [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6BE15];gene_id=TraesCS6D02G098800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,79619811,79621052,.,-,.,ID=gene:TraesCS6D02G112800;biotype=protein_coding;gene_id=TraesCS6D02G112800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,159515326,159518035,.,+,.,ID=gene:TraesCS6D02G172600;biotype=protein_coding;gene_id=TraesCS6D02G172600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,186976287,186976634,.,-,.,ID=gene:TraesCS6D02G178500;biotype=protein_coding;gene_id=TraesCS6D02G178500;logic_name=iwgsc_high_conf
6D,IWGSC,gene,210750466,210778621,.,+,.,ID=gene:TraesCS6D02G182100;biotype=protein_coding;description=Vesicle transport protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341XN57];gene_id=TraesCS6D02G182100;logic_name=iwgsc_high_conf
6D,IWGSC,gene,219291838,219292204,.,-,.,ID=gene:TraesCS6D02G183100;biotype=protein_coding;gene_id=TraesCS6D02G183100;logic_name=iwgsc_high_conf
6D,IWGSC,gene,264440893,264443247,.,+,.,ID=gene:TraesCS6D02G191500;biotype=protein_coding;gene_id=TraesCS6D02G191500;logic_name=iwgsc_high_conf
6D,IWGSC,gene,271306025,271309131,.,-,.,ID=gene:TraesCS6D02G195900;biotype=protein_coding;description=Cytosolic Fe-S cluster assembly factor NBP35 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6B7M4];gene_id=TraesCS6D02G195900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,307414026,307418266,.,-,.,ID=gene:TraesCS6D02G217700;biotype=protein_coding;gene_id=TraesCS6D02G217700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,307877218,307883365,.,+,.,ID=gene:TraesCS6D02G217900;biotype=protein_coding;gene_id=TraesCS6D02G217900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,312819074,312827203,.,-,.,ID=gene:TraesCS6D02G222000;biotype=protein_coding;description=Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:A0A341XDS6];gene_id=TraesCS6D02G222000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,327635653,327639592,.,+,.,ID=gene:TraesCS6D02G233800;biotype=protein_coding;gene_id=TraesCS6D02G233800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,414464814,414466741,.,+,.,ID=gene:TraesCS6D02G305600;biotype=protein_coding;gene_id=TraesCS6D02G305600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,414622355,414625758,.,-,.,ID=gene:TraesCS6D02G306000;biotype=protein_coding;description=Nitrate reductase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6B9M1];gene_id=TraesCS6D02G306000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,438913083,438924112,.,+,.,ID=gene:TraesCS6D02G339400;biotype=protein_coding;gene_id=TraesCS6D02G339400;logic_name=iwgsc_high_conf
6D,IWGSC,gene,444832858,444837155,.,+,.,ID=gene:TraesCS6D02G344700;biotype=protein_coding;gene_id=TraesCS6D02G344700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,464058403,464064465,.,-,.,ID=gene:TraesCS6D02G386700;biotype=protein_coding;gene_id=TraesCS6D02G386700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,464173108,464177628,.,-,.,ID=gene:TraesCS6D02G386900;biotype=protein_coding;gene_id=TraesCS6D02G386900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,465953626,465960147,.,+,.,ID=gene:TraesCS6D02G390700;biotype=protein_coding;gene_id=TraesCS6D02G390700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,465982457,465983421,.,-,.,ID=gene:TraesCS6D02G390900;biotype=protein_coding;gene_id=TraesCS6D02G390900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,466734600,466739606,.,-,.,ID=gene:TraesCS6D02G392000;biotype=protein_coding;gene_id=TraesCS6D02G392000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,466943538,466944867,.,+,.,ID=gene:TraesCS6D02G392300;biotype=protein_coding;description=Light-harvesting complex-like protein OHP1%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G02120) UniProtKB/Swiss-Prot%3BAcc:O81208];gene_id=TraesCS6D02G392300;logic_name=iwgsc_high_conf
6D,IWGSC,gene,469784939,469792305,.,-,.,ID=gene:TraesCS6D02G398700;biotype=protein_coding;gene_id=TraesCS6D02G398700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,471566937,471569136,.,-,.,ID=gene:TraesCS6D02G403400;biotype=protein_coding;gene_id=TraesCS6D02G403400;logic_name=iwgsc_high_conf
6D,IWGSC,gene,473094040,473099240,.,-,.,ID=gene:TraesCS6D02G407600;biotype=protein_coding;gene_id=TraesCS6D02G407600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,760723,764116,.,-,.,ID=gene:TraesCS7A02G001100;biotype=protein_coding;gene_id=TraesCS7A02G001100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,1695250,1700497,.,+,.,ID=gene:TraesCS7A02G002800;biotype=protein_coding;gene_id=TraesCS7A02G002800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,1848902,1852313,.,-,.,ID=gene:TraesCS7A02G003600;biotype=protein_coding;gene_id=TraesCS7A02G003600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,1992593,2002774,.,-,.,ID=gene:TraesCS7A02G004100;biotype=protein_coding;gene_id=TraesCS7A02G004100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,3839735,3844561,.,-,.,ID=gene:TraesCS7A02G008500;biotype=protein_coding;gene_id=TraesCS7A02G008500;logic_name=iwgsc_high_conf
7A,IWGSC,gene,3982822,3986635,.,-,.,ID=gene:TraesCS7A02G009100;biotype=protein_coding;gene_id=TraesCS7A02G009100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,5365931,5367761,.,-,.,ID=gene:TraesCS7A02G012300;biotype=protein_coding;gene_id=TraesCS7A02G012300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,5432770,5435663,.,+,.,ID=gene:TraesCS7A02G012500;biotype=protein_coding;gene_id=TraesCS7A02G012500;logic_name=iwgsc_high_conf
7A,IWGSC,gene,6650955,6658521,.,+,.,ID=gene:TraesCS7A02G015200;biotype=protein_coding;gene_id=TraesCS7A02G015200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,6882679,6884497,.,+,.,ID=gene:TraesCS7A02G016200;biotype=protein_coding;gene_id=TraesCS7A02G016200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,17327692,17331722,.,+,.,ID=gene:TraesCS7A02G038400;biotype=protein_coding;gene_id=TraesCS7A02G038400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,19816393,19817176,.,+,.,ID=gene:TraesCS7A02G042500;biotype=protein_coding;gene_id=TraesCS7A02G042500;logic_name=iwgsc_high_conf
7A,IWGSC,gene,25689173,25692932,.,+,.,ID=gene:TraesCS7A02G052700;biotype=protein_coding;gene_id=TraesCS7A02G052700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,25746344,25748005,.,+,.,ID=gene:TraesCS7A02G052900;biotype=protein_coding;gene_id=TraesCS7A02G052900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,25750428,25755674,.,-,.,ID=gene:TraesCS7A02G053100;biotype=protein_coding;gene_id=TraesCS7A02G053100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,26822034,26824056,.,-,.,ID=gene:TraesCS7A02G055800;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6C0T3];gene_id=TraesCS7A02G055800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,47795093,47797946,.,-,.,ID=gene:TraesCS7A02G082800;biotype=protein_coding;gene_id=TraesCS7A02G082800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,54961506,54962325,.,-,.,ID=gene:TraesCS7A02G090100;biotype=protein_coding;gene_id=TraesCS7A02G090100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,57871935,57874635,.,+,.,ID=gene:TraesCS7A02G094800;biotype=protein_coding;gene_id=TraesCS7A02G094800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,80427503,80429751,.,-,.,ID=gene:TraesCS7A02G124700;biotype=protein_coding;gene_id=TraesCS7A02G124700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,82506261,82516939,.,-,.,ID=gene:TraesCS7A02G128600;biotype=protein_coding;description=Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6BWL1];gene_id=TraesCS7A02G128600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,106678644,106680034,.,+,.,ID=gene:TraesCS7A02G153300;biotype=protein_coding;gene_id=TraesCS7A02G153300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,126908611,126909704,.,+,.,ID=gene:TraesCS7A02G171300;biotype=protein_coding;gene_id=TraesCS7A02G171300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,132410433,132411718,.,-,.,ID=gene:TraesCS7A02G178400;biotype=protein_coding;gene_id=TraesCS7A02G178400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,133045615,133047796,.,+,.,ID=gene:TraesCS7A02G178600;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6BU00];gene_id=TraesCS7A02G178600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,142128916,142131281,.,+,.,ID=gene:TraesCS7A02G186800;biotype=protein_coding;gene_id=TraesCS7A02G186800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,143039795,143040256,.,+,.,ID=gene:TraesCS7A02G187400;biotype=protein_coding;gene_id=TraesCS7A02G187400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,155259038,155260351,.,+,.,ID=gene:TraesCS7A02G195300;biotype=protein_coding;gene_id=TraesCS7A02G195300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,164718708,164720999,.,-,.,ID=gene:TraesCS7A02G203000;biotype=protein_coding;description=Caleosin [Source:UniProtKB/TrEMBL%3BAcc:A0A1B5GE61];gene_id=TraesCS7A02G203000;logic_name=iwgsc_high_conf
7A,IWGSC,gene,174693210,174696654,.,+,.,ID=gene:TraesCS7A02G211600;biotype=protein_coding;gene_id=TraesCS7A02G211600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,193684703,193685810,.,-,.,ID=gene:TraesCS7A02G224400;biotype=protein_coding;gene_id=TraesCS7A02G224400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,247650605,247663602,.,-,.,ID=gene:TraesCS7A02G257800;biotype=protein_coding;gene_id=TraesCS7A02G257800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,259572828,259574581,.,-,.,ID=gene:TraesCS7A02G262900;biotype=protein_coding;gene_id=TraesCS7A02G262900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,263729372,263733450,.,+,.,ID=gene:TraesCS7A02G264500;biotype=protein_coding;gene_id=TraesCS7A02G264500;logic_name=iwgsc_high_conf
7A,IWGSC,gene,305708542,305709232,.,-,.,ID=gene:TraesCS7A02G281600;biotype=protein_coding;gene_id=TraesCS7A02G281600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,342305388,342305838,.,-,.,ID=gene:TraesCS7A02G287300;biotype=protein_coding;gene_id=TraesCS7A02G287300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,425774390,425781957,.,-,.,ID=gene:TraesCS7A02G303100;biotype=protein_coding;gene_id=TraesCS7A02G303100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,427287048,427289609,.,+,.,ID=gene:TraesCS7A02G303600;biotype=protein_coding;gene_id=TraesCS7A02G303600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,450362478,450363423,.,-,.,ID=gene:TraesCS7A02G315900;biotype=protein_coding;gene_id=TraesCS7A02G315900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,468300666,468301361,.,+,.,ID=gene:TraesCS7A02G322700;biotype=protein_coding;gene_id=TraesCS7A02G322700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,546025321,546026700,.,+,.,ID=gene:TraesCS7A02G372700;biotype=protein_coding;gene_id=TraesCS7A02G372700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,550309648,550313128,.,+,.,ID=gene:TraesCS7A02G377200;biotype=protein_coding;gene_id=TraesCS7A02G377200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,556479058,556481205,.,-,.,ID=gene:TraesCS7A02G381800;biotype=protein_coding;gene_id=TraesCS7A02G381800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,558753230,558758062,.,-,.,ID=gene:TraesCS7A02G383700;biotype=protein_coding;gene_id=TraesCS7A02G383700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,567501664,567506688,.,-,.,ID=gene:TraesCS7A02G391400;biotype=protein_coding;gene_id=TraesCS7A02G391400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,578985127,578996802,.,+,.,ID=gene:TraesCS7A02G399000;biotype=protein_coding;gene_id=TraesCS7A02G399000;logic_name=iwgsc_high_conf
7A,IWGSC,gene,579341084,579342730,.,-,.,ID=gene:TraesCS7A02G399300;biotype=protein_coding;gene_id=TraesCS7A02G399300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,580468391,580472560,.,+,.,ID=gene:TraesCS7A02G400200;biotype=protein_coding;gene_id=TraesCS7A02G400200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,581344595,581345444,.,+,.,ID=gene:TraesCS7A02G401900;biotype=protein_coding;gene_id=TraesCS7A02G401900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,611801000,611805312,.,-,.,ID=gene:TraesCS7A02G420400;biotype=protein_coding;gene_id=TraesCS7A02G420400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,618681007,618684442,.,-,.,ID=gene:TraesCS7A02G425700;biotype=protein_coding;gene_id=TraesCS7A02G425700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,619252393,619255771,.,-,.,ID=gene:TraesCS7A02G426200;biotype=protein_coding;gene_id=TraesCS7A02G426200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,625537377,625539886,.,-,.,ID=gene:TraesCS7A02G431100;biotype=protein_coding;gene_id=TraesCS7A02G431100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,625601253,625604019,.,-,.,ID=gene:TraesCS7A02G431200;biotype=protein_coding;gene_id=TraesCS7A02G431200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,636228999,636231286,.,-,.,ID=gene:TraesCS7A02G442200;biotype=protein_coding;gene_id=TraesCS7A02G442200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,642731873,642735937,.,-,.,ID=gene:TraesCS7A02G448300;biotype=protein_coding;gene_id=TraesCS7A02G448300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,652718174,652722085,.,-,.,ID=gene:TraesCS7A02G457300;biotype=protein_coding;gene_id=TraesCS7A02G457300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,663956091,663958939,.,+,.,ID=gene:TraesCS7A02G467700;biotype=protein_coding;gene_id=TraesCS7A02G467700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,668568571,668570149,.,+,.,ID=gene:TraesCS7A02G472700;biotype=protein_coding;gene_id=TraesCS7A02G472700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,668733068,668734819,.,-,.,ID=gene:TraesCS7A02G472800;biotype=protein_coding;gene_id=TraesCS7A02G472800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,669403952,669406606,.,+,.,ID=gene:TraesCS7A02G473800;biotype=protein_coding;gene_id=TraesCS7A02G473800;logic_name=iwgsc_high_conf
7A,IWGSC,gene,688993023,688999806,.,-,.,ID=gene:TraesCS7A02G498600;biotype=protein_coding;gene_id=TraesCS7A02G498600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,696709820,696713912,.,+,.,ID=gene:TraesCS7A02G508900;biotype=protein_coding;gene_id=TraesCS7A02G508900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,700278009,700329613,.,-,.,ID=gene:TraesCS7A02G513400;biotype=protein_coding;gene_id=TraesCS7A02G513400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,705293678,705296799,.,+,.,ID=gene:TraesCS7A02G521600;biotype=protein_coding;gene_id=TraesCS7A02G521600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,717239916,717271100,.,+,.,ID=gene:TraesCS7A02G540200;biotype=protein_coding;gene_id=TraesCS7A02G540200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,717832730,717834110,.,+,.,ID=gene:TraesCS7A02G541200;biotype=protein_coding;gene_id=TraesCS7A02G541200;logic_name=iwgsc_high_conf
7A,IWGSC,gene,717841265,717847591,.,+,.,ID=gene:TraesCS7A02G541300;biotype=protein_coding;gene_id=TraesCS7A02G541300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,724240506,724251628,.,-,.,ID=gene:TraesCS7A02G550400;biotype=protein_coding;gene_id=TraesCS7A02G550400;logic_name=iwgsc_high_conf
7A,IWGSC,gene,724257706,724262982,.,-,.,ID=gene:TraesCS7A02G550500;biotype=protein_coding;gene_id=TraesCS7A02G550500;logic_name=iwgsc_high_conf
7A,IWGSC,gene,724369812,724375166,.,+,.,ID=gene:TraesCS7A02G550700;biotype=protein_coding;gene_id=TraesCS7A02G550700;logic_name=iwgsc_high_conf
7A,IWGSC,gene,725455888,725462105,.,+,.,ID=gene:TraesCS7A02G552600;biotype=protein_coding;gene_id=TraesCS7A02G552600;logic_name=iwgsc_high_conf
7A,IWGSC,gene,731882428,731883023,.,+,.,ID=gene:TraesCS7A02G560000;biotype=protein_coding;description=Group2 late embryogenesis abundant protein [Source:UniProtKB/TrEMBL%3BAcc:Q8LP43];gene_id=TraesCS7A02G560000;logic_name=iwgsc_high_conf
7A,IWGSC,gene,733362526,733368237,.,-,.,ID=gene:TraesCS7A02G562900;biotype=protein_coding;gene_id=TraesCS7A02G562900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,735140294,735140572,.,-,.,ID=gene:TraesCS7A02G565488;biotype=protein_coding;gene_id=TraesCS7A02G565488;logic_name=iwgsc_high_conf
7A,IWGSC,gene,736697916,736698113,.,-,.,ID=gene:TraesCS7A02G570000;biotype=protein_coding;gene_id=TraesCS7A02G570000;logic_name=iwgsc_high_conf
7B,IWGSC,gene,3795056,3797564,.,-,.,ID=gene:TraesCS7B02G006800;biotype=protein_coding;description=Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL%3BAcc:W5HIH8];gene_id=TraesCS7B02G006800;logic_name=iwgsc_high_conf
7B,IWGSC,gene,5215473,5220053,.,+,.,ID=gene:TraesCS7B02G008600;biotype=protein_coding;gene_id=TraesCS7B02G008600;logic_name=iwgsc_high_conf
7B,IWGSC,gene,5281079,5285868,.,+,.,ID=gene:TraesCS7B02G008800;biotype=protein_coding;gene_id=TraesCS7B02G008800;logic_name=iwgsc_high_conf
7B,IWGSC,gene,5316876,5322937,.,+,.,ID=gene:TraesCS7B02G008900;biotype=protein_coding;gene_id=TraesCS7B02G008900;logic_name=iwgsc_high_conf
7B,IWGSC,gene,7541517,7542896,.,+,.,ID=gene:TraesCS7B02G011800;biotype=protein_coding;gene_id=TraesCS7B02G011800;logic_name=iwgsc_high_conf
7B,IWGSC,gene,20834658,20838443,.,+,.,ID=gene:TraesCS7B02G022000;biotype=protein_coding;gene_id=TraesCS7B02G022000;logic_name=iwgsc_high_conf
7B,IWGSC,gene,37077456,37091336,.,+,.,ID=gene:TraesCS7B02G038100;biotype=protein_coding;gene_id=TraesCS7B02G038100;logic_name=iwgsc_high_conf
7B,IWGSC,gene,42777037,42778788,.,-,.,ID=gene:TraesCS7B02G043100;biotype=protein_coding;gene_id=TraesCS7B02G043100;logic_name=iwgsc_high_conf
